Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	Country	Source file	Title	Type of text	Source URL	Word count	URL	Matchbegin corpus position	Matchend corpus position
95	582764	were replaced with water at paramedic stations . &lt;p&gt;  A paramedic who had become addicted to the drug has now	<<< been stood >>>	down , and Victorian health authorities are moving to reassure the public . &lt;p&gt;  In Melbourne , Peta Carlyon reports	were_vbdr replaced_vvn with_iw water_nn1 at_ii paramedic_jj stations_nn2 ._. &lt;p&gt; _null A_at1_zz1 paramedic_jj who_pnqs had_vhd become_vvn@ addicted_vvn to_ii the_at drug_nn1 has_vhz now_rt	<<< been_vbn stood_vvn@ >>>	down_rp ,_, and_cc Victorian_jj health_nn1 authorities_nn2 are_vbr moving_vvg to_to reassure_vvi the_at public_nn1_jj ._. &lt;p&gt; _null In_ii Melbourne_np1 ,_, Peta_np1 Carlyon_np1_nn1 reports_vvz_nn2	Australia	wlp_au_g04.txt	The World Today - Ambulance Victoria apologises for drugs	General	http://www.abc.net.au/worldtoday/content/2012/s3611626.htm	660	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=94	138403686	138403687
96	582764	be given to them in that instance of pain relief . &lt;p&gt;  PETA CARLYON : The paramedic in question has	<<< been stood >>>	down on full pay . Mr Sassella says police were notified as soon as Ambulance Victoria became aware of the	be_vbi given_vvn to_ii them_ppho2 in_ii that_dd1 instance_nn1 of_io pain_nn1 relief_nn1 ._. &lt;p&gt; _null PETA_np1 CARLYON_np1 :_: The_at paramedic_jj in_ii question_nn1 has_vhz	<<< been_vbn stood_vvn@ >>>	down_rp on_ii full_jj pay_nn1 ._. Mr_nnb Sassella_np1 says_vvz police_nn2 were_vbdr notified_vvn as_cs31 soon_cs32 as_cs33 Ambulance_nn1 Victoria_np1 became_vvd aware_jj of_io the_at	Australia	wlp_au_g04.txt	The World Today - Ambulance Victoria apologises for drugs	General	http://www.abc.net.au/worldtoday/content/2012/s3611626.htm	660	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=95	138403922	138403923
97	644771	doors and that workers were @ @ @ @ @ @ @ @ @ @ money . &lt;p&gt;  The men	<<< were stood >>>	down for 13 weeks while an investigation was conducted . They later started working again , however each was docked	doors_nn2 and_cc that_cst workers_nn2 were_vbdr @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii money_nn1 ._. &lt;p&gt; _null The_at men_nn2	<<< were_vbdr stood_vvn@ >>>	down_rp for_if 13_mc weeks_nnt2 while_cs an_at1 investigation_nn1 was_vbdz conducted_vvn ._. They_pphs2 later_rrr started_vvd working_vvg again_rt ,_, however_rrqv_rr each_dd1 was_vbdz docked_vvn	Australia	wlp_au_g04.txt	Qantas complaints part of 'subversive' campaign: court	General	http://afr.com/p/business/companies/qantas_complaints_part_of_subversive_ddVAclwYYJr86ALUhYwJ3K	312	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=96	140142166	140142167
98	658567	than @ @ @ @ @ @ @ @ @ @ jurors , and the prosecution can ask jurors to	<<< be stood >>>	aside . Those people not challenged or stood aside are on the jury for that trial ( s.36(2) ) .	than_cs22@_ii22 @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii jurors_nn2 ,_, and_cc the_at prosecution_nn1 can_vm ask_vvi jurors_nn2 to_to	<<< be_vbi stood_vvn@ >>>	aside_rl ._. Those_dd2 people_nn not_xx challenged_vvn or_cc stood_vvd aside_rl are_vbr on_ii the_at jury_nn1 for_if that_dd1 trial_nn1 (_( s.36(2)_fo )_) ._.	Australia	wlp_au_g04.txt	JURIES	General	http://www.lawhandbook.org.au/handbook/ch01s02s05.php	1660	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=97	140611458	140611459
99	682961	the van once , it was a really rainy night , and he was setting up his bed . He	<<< was stood >>>	just outside the door , and he dropped his pillow in a @ @ @ @ @ @ @ @	the_at van_nn1 once_rr ,_, it_pph1 was_vbdz a_at1 really_rr rainy_jj night_nnt1 ,_, and_cc he_pphs1 was_vbdz setting_vvg up_rp his_appge bed_nn1 ._. He_pphs1	<<< was_vbdz stood_vvn@ >>>	just_rr outside_ii the_at door_nn1 ,_, and_cc he_pphs1 dropped_vvd his_appge pillow_nn1 in_ii a_at1 @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii	Australia	wlp_au_g04.txt	Interview: Mallory Knox @ Butserfest Festival '12 - Noise Violation	General	http://www.noiseviolation.net/post/32559600278/interview-mallory-knox-butserfest-festival-12	1049	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=98	141300612	141300613
100	784968	National Rugby League in August 2010 announced  tough new measures to combat racism  . Any player caught would	<<< be stood >>>	down immediately and charged with contrary conduct . 26 &lt;p&gt;  Like Martin Luther King , I have a dream .	National_jj Rugby_nn1 League_nn1 in_ii August_npm1 2010_mc announced_vvd_vvn  tough_jj new_jj measures_nn2 to_to combat_vvi racism_nn1  ._. Any_dd player_nn1 caught_vvn_vvd would_vm	<<< be_vbi stood_vvn@ >>>	down_rp immediately_rr and_cc charged_vvn_vvd with_iw contrary_jj conduct_nn1 ._. 26_mc &lt;p&gt; _null Like_ii Martin_np1 Luther_np1 King_np1@_nn1 ,_, I_ppis1 have_vh0 a_at1 dream_nn1 ._.	Australia	wlp_au_g04.txt	Racism in Aboriginal Australia - Creative Spirits	General	http://www.creativespirits.info/aboriginalculture/people/racism-in-aboriginal-australia	7216	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=99	144595732	144595733
101	113487	Newsnight acting editor who was at the helm for the McAlpine fiasco was under tremendous pressure . Her boss had	<<< been stood >>>	aside pending the investigation into his shelving of the Jimmy Savile story . Her co-deputy had just left for another	Newsnight_nn1_np1 acting_vvg_jj@_nn1@ editor_nn1 who_pnqs was_vbdz at_ii the_at helm_nn1 for_if the_at McAlpine_np1 fiasco_nn1 was_vbdz under_rg@ tremendous_jj pressure_nn1 ._. Her_appge boss_nn1 had_vhd	<<< been_vbn stood_vvn@ >>>	aside_rl pending_ii the_at investigation_nn1 into_ii his_appge shelving_nn1 of_io the_at Jimmy_np1 Savile_np1 story_nn1 ._. Her_appge co-deputy_nn1 had_vhd just_rr left_vvn for_if another_dd1	Australia	wlp_au_g05.txt	Yes, the BBC got it wrong, but its journalism is as robust as ever	General	http://www.smh.com.au/opinion/society-and-culture/yes-the-bbc-got-it-wrong-but-its-journalism-is-as-robust-as-ever-20121113-29aic.html	2208	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=100	148613340	148613341
102	113487	periods facing the program . I note that replacements have been found immediately for all the management class who have	<<< been stood >>>	aside over the past week , but who was sent in to help @ @ @ @ @ @ @	periods_nn2 facing_vvg the_at program_nn1 ._. I_ppis1 note_vv0 that_cst replacements_nn2 have_vh0 been_vbn found_vvn immediately_rr for_if all_db the_at management_nn1 class_nn1 who_pnqs have_vh0	<<< been_vbn stood_vvn@ >>>	aside_rl over_ii the_at past_jj_nn1 week_nnt1 ,_, but_ccb who_pnqs was_vbdz sent_vvn in_rp@ to_to help_vvi @_ii @_ii @_ii @_ii @_ii @_ii @_ii	Australia	wlp_au_g05.txt	Yes, the BBC got it wrong, but its journalism is as robust as ever	General	http://www.smh.com.au/opinion/society-and-culture/yes-the-bbc-got-it-wrong-but-its-journalism-is-as-robust-as-ever-20121113-29aic.html	2208	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=101	148613393	148613394
103	198895	added this comment at 09:29pm Wed 23rd July , 2008 &lt;p&gt;  it 's years since i made this but it	<<< 's stood >>>	the test of time . easy and delicious . i fried the onion ( chopped ) and bacon first ,	added_vvd_vvn this_dd1 comment_nn1 at_ii 09:29pm_fo Wed_vv0_vvn 23rd_md July_npm1 ,_, 2008_mc &lt;p&gt; _null it_pph1 's_vbz years_nnt2 since_cs i_zz1_mc1 made_vvd_vvn this_dd1 but_ccb it_pph1	<<< 's_vbz stood_vvn@ >>>	the_at test_nn1 of_io time_nnt1 ._. easy_jj and_cc delicious_jj ._. i_mc1_zz1 fried_vvd@_jj the_at onion_nn1 (_( chopped_jj_vvn )_) and_cc bacon_nn1 first_md ,_,	Australia	wlp_au_g05.txt	Zucchini Slice Recipe - Taste.com.au	General	http://www.taste.com.au/recipes/5546/zucchini+slice	22988	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=102	151190420	151190421
104	227283	happened . The attitudes to women by men in a predominantly male environment can be disgraceful . That Kafer is	<<< being stood >>>	down will show the Military heirachy that they are not above government , public opinion and being accountable for their	happened_vvd ._. The_at attitudes_nn2 to_ii women_nn2 by_ii men_nn2 in_ii a_at1 predominantly_rr male_jj environment_nn1 can_vm be_vbi disgraceful_jj ._. That_dd1 Kafer_nn1 is_vbz	<<< being_vbg stood_vvn@ >>>	down_rp will_vm show_vvi the_at Military_jj heirachy_nn1_jj that_cst they_pphs2 are_vbr not_xx above_ii_jj@ government_nn1 ,_, public_nn1 opinion_nn1 and_cc being_vbg accountable_jj for_if their_appge	Australia	wlp_au_g05.txt	Skirmish with Defence a long time coming | Article | The Punch	General	http://www.thepunch.com.au/articles/skirmish-with-defence-a-long-time-coming/	29512	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=103	152007554	152007555
105	227283	@ @ @ @ @ @ If you had really been a service person , you would know that Kafer	<<< being stood >>>	down , is an appalling submission to political authority since he has done everything by the book . The worst	@_ii @_ii @_ii @_ii @_ii @_ii If_cs you_ppy had_vhd really_rr been_vbn a_at1 service_nn1 person_nn1 ,_, you_ppy would_vm know_vvi that_dd1_cst Kafer_nn1_vv0	<<< being_vbg stood_vvn@ >>>	down_rp ,_, is_vbz an_at1 appalling_jj submission_nn1 to_ii political_jj authority_nn1 since_cs he_pphs1 has_vhz done_vdn everything_pn1 by_ii the_at book_nn1 ._. The_at worst_jjt	Australia	wlp_au_g05.txt	Skirmish with Defence a long time coming | Article | The Punch	General	http://www.thepunch.com.au/articles/skirmish-with-defence-a-long-time-coming/	29512	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=104	152007730	152007731
106	227283	in the manner to which the tax payer ( and those attending ) expect him to is why he has	<<< been stood >>>	down and hopefully this is just the start . Following him should be the CO of the Military Command Wing	in_ii the_at manner_nn1 to_ii which_ddq the_at tax_nn1 payer_nn1 (_( and_cc those_dd2 attending_vvg )_) expect_vv0 him_ppho1 to_to is_vbz why_rrq he_pphs1 has_vhz	<<< been_vbn stood_vvn@ >>>	down_rp and_cc hopefully_rr this_dd1 is_vbz just_rr the_at start_nn1 ._. Following_vvg_ii@ him_ppho1 should_vm be_vbi the_at CO_np1_fo_nn1% of_io the_at Military_jj Command_nn1 Wing_nn1	Australia	wlp_au_g05.txt	Skirmish with Defence a long time coming | Article | The Punch	General	http://www.thepunch.com.au/articles/skirmish-with-defence-a-long-time-coming/	29512	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=105	152029081	152029082
107	227283	@ @ @ same sex in your rooms . &lt;p&gt;  This has been necessitated as a result of my predecessor	<<< being stood >>>	down on instructions from the Defence Minister . I have no intention of risking my pension for your sexual proclivities	@_ii @_ii @_ii same_da sex_nn1 in_ii your_appge rooms_nn2 ._. &lt;p&gt; _null This_dd1 has_vhz been_vbn necessitated_vvn as_ii a_at1 result_nn1 of_io my_appge predecessor_nn1	<<< being_vbg stood_vvn@ >>>	down_rp on_ii instructions_nn2 from_ii the_at Defence_nn1 Minister_nn1 ._. I_ppis1 have_vh0 no_at intention_nn1 of_io risking_vvg my_appge pension_nn1 for_if your_appge sexual_jj proclivities_nn2	Australia	wlp_au_g05.txt	Skirmish with Defence a long time coming | Article | The Punch	General	http://www.thepunch.com.au/articles/skirmish-with-defence-a-long-time-coming/	29512	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=106	152029441	152029442
108	323283	up . &lt;p&gt;  Why : For everyone who has ever been left waiting for someone to show or who has	<<< been stood >>>	up surely knows that this is one of the worst things about dating . In fact it 's a major	up_rp ._. &lt;p&gt; _null Why_rrq :_: For_if everyone_pn1 who_pnqs has_vhz ever_rr been_vbn left_vvn waiting_vvg for_if someone_pn1 to_to show_vvi or_cc who_pnqs has_vhz	<<< been_vbn stood_vvn@ >>>	up_rp surely_rr knows_vvz that_cst this_dd1 is_vbz one_mc1 of_io the_at worst_jjt things_nn2 about_ii dating_nn1_vvg ._. In_ii fact_nn1 it_pph1 's_vbz a_at1 major_jj	Australia	wlp_au_g05.txt	Tips for the First Date	General	http://www.perthdatingservices.com.au/tips-for-the-first-date	774	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=107	154601504	154601505
109	332292	Whiteboard . How does it work ? What does it do ? What happens when it goes wrong and I	<<< 'm stood >>>	in front of 30 , impatient , students ? Some studies even suggest that in order to use an Interactive	Whiteboard_nn1 ._. How_rrq does_vdz it_pph1 work_vvi ?_? What_ddq does_vdz it_pph1 do_vdi ?_? What_ddq happens_vvz when_rrq_cs it_pph1 goes_vvz wrong_rr and_cc I_ppis1	<<< 'm_vbm stood_vvn@ >>>	in_ii31 front_ii32 of_ii33 30_mc ,_, impatient_jj ,_, students_nn2 ?_? Some_dd studies_nn2 even_rr suggest_vv0 that_cst_dd1 in_bcl21 order_bcl22 to_to use_vvi an_at1 Interactive_jj	Australia	wlp_au_g05.txt	What are Interactive Whiteboards? Some Advice	General	http://www.teachertechnologies.com/interactive-whiteboards/what-are-interactive-whiteboards-some-advice/	2471	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=108	154854481	154854482
110	422898	@ @ @ @ @ . If a teacher was accused on sexual impropriety with a student , he/she would	<<< be stood >>>	down ( regardless of protestations of innocence ) until the inquiry into the allegation was concluded . Why , when	@_ii @_ii @_ii @_ii @_ii ._. If_cs a_at1 teacher_nn1 was_vbdz accused_vvn on_ii sexual_jj impropriety_nn1 with_iw a_at1 student_nn1 ,_, he/she_pphs1 would_vm	<<< be_vbi stood_vvn@ >>>	down_rp (_( regardless_rr of_io protestations_nn2 of_io innocence_nn1 )_) until_cs_ii@ the_at inquiry_nn1 into_ii the_at allegation_nn1 was_vbdz concluded_vvn ._. Why_rrq ,_, when_cs	Australia	wlp_au_g05.txt	In the name of the father - The Drum Opinion (Australian - ABC	General	http://www.abc.net.au/unleashed/2899594.html	3001	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=109	156402226	156402227
111	431280	The revelation follows Damien Oliver 's admission that he placed a $10,000 on a rival horse in 2010 . Oliver	<<< was stood >>>	down indefinitely on Monday for the indiscretion with an inquiry to be held next week . &lt;p&gt;  News Limited quoted	The_at revelation_nn1 follows_vvz Damien_np1 Oliver_np1 's_ge admission_nn1 that_cst he_pphs1 placed_vvd@ a_at1 $10,000_nnu on_ii a_at1 rival_jj_nn1 horse_nn1 in_ii 2010_mc ._. Oliver_np1	<<< was_vbdz stood_vvn@ >>>	down_rp indefinitely_rr on_ii Monday_npd1 for_if the_at indiscretion_nn1 with_iw an_at1 inquiry_nn1 to_to be_vbi held_vvn next_md week_nnt1 ._. &lt;p&gt; _null News_nn1 Limited_jj_vvn@ quoted_vvd_vvn	Australia	wlp_au_g05.txt	News Limited - 10 jockeys placed bets	General	http://www.racenet.com.au/news/85268/News-Limited---10-jockeys-placed-bets.asp	1887	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=110	156693034	156693035
112	431496	is Truth , @ @ @ @ @ @ @ @ @ @ . And I pray for these who	<<< 's stood >>>	along these walls , who has stood on the outside , who sat in their cars , for little children	is_vbz Truth_nn1 ,_, @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii ._. And_cc I_ppis1 pray_vv0 for_if these_dd2 who_pnqs	<<< 's_vbz_vhz@ stood_vvn@ >>>	along_ii_rp these_dd2 walls_nn2 ,_, who_pnqs has_vhz stood_vvn on_ii the_at outside_jj_nn1@ ,_, who_pnqs sat_vvd in_ii_rp@ their_appge cars_nn2 ,_, for_if little_jj children_nn2	Australia	wlp_au_g05.txt	The Seventh Seal	General	http://www.biblebelievers.org.au/seals010.htm	22787	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=111	156724001	156724002
113	467098	@ @ @ @ @ VOX POP 4 : Yes because if you 're in an ordinary job and you	<<< 're stood >>>	by your investigator you 'd be stood down on full pay . It 's a different sort of employment ,	@_ii @_ii @_ii @_ii @_ii VOX_nn121 POP_nn122 4_mc :_: Yes_uh because_cs if_cs you_ppy 're_vbr in_ii an_at1 ordinary_jj job_nn1 and_cc you_ppy	<<< 're_vbr stood_vvn >>>	by_ii your_appge investigator_nn1 you_ppy 'd_vm be_vbi stood_vvn@ down_rp on_ii full_jj pay_nn1 ._. It_pph1 's_vbz a_at1 different_jj sort_nn1 of_io employment_nn1 ,_,	Australia	wlp_au_g05.txt	PM - Once in a Green Moon, an outsider wins the Cup 06/11/2012	General	http://www.abc.net.au/pm/content/2012/s3626962.htm	904	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=112	157815916	157815917
114	467098	4 : Yes because if you 're in an ordinary job and you 're stood by your investigator you 'd	<<< be stood >>>	down on full pay . It 's a different sort of employment , you know , so if you deny	4_mc :_: Yes_uh because_cs if_cs you_ppy 're_vbr in_ii an_at1 ordinary_jj job_nn1 and_cc you_ppy 're_vbr stood_vvn by_ii your_appge investigator_nn1 you_ppy 'd_vm	<<< be_vbi stood_vvn@ >>>	down_rp on_ii full_jj pay_nn1 ._. It_pph1 's_vbz a_at1 different_jj sort_nn1 of_io employment_nn1 ,_, you_ppy know_vv0 ,_, so_rr_cs@ if_cs you_ppy deny_vv0	Australia	wlp_au_g05.txt	PM - Once in a Green Moon, an outsider wins the Cup 06/11/2012	General	http://www.abc.net.au/pm/content/2012/s3626962.htm	904	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=113	157815923	157815924
115	527597	@ @ @ @ @ . The abuse - including a rape - happened in 2001 , after he had	<<< been stood >>>	down by Archbishop Pell and reinstated by the Vatican . &lt;p&gt;  Last told a Victorian inquiry into child abuse this	@_ii @_ii @_ii @_ii @_ii ._. The_at abuse_nn1 -_- including_ii a_at1 rape_nn1 -_- happened_vvd_vvn@ in_ii 2001_mc ,_, after_cs he_pphs1 had_vhd	<<< been_vbn stood_vvn@ >>>	down_rp by_ii Archbishop_nn1 Pell_np1_nn1@ and_cc reinstated_vvn by_ii the_at Vatican_np1 ._. &lt;p&gt; _null Last_md_np1% told_vvd_vvn a_at1 Victorian_jj inquiry_nn1 into_ii child_nn1 abuse_nn1 this_dd1	Australia	wlp_au_g05.txt	www.smh.com.au - Cracking the vows of silence	General	http://www.smh.com.au/national/cracking-the-vows-of-silence-20121116-29hgu.html?skin=text-only	2241	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=114	159668839	159668840
116	571387	and transparent . For the finest quills the heating is repeated two or three times . Or the pen can	<<< be stood >>>	in boiling water to soften the membranes for removal @ @ @ @ @ @ @ @ @ @ .	and_cc transparent_jj ._. For_if the_at finest_jjt quills_nn2 the_at heating_nn1 is_vbz repeated_vvn two_mc or_cc three_mc times_nnt2 ._. Or_cc the_at pen_nn1 can_vm	<<< be_vbi stood_vvn@ >>>	in_ii boiling_jj_vvg water_nn1 to_to soften_vvi the_at membranes_nn2 for_if removal_nn1 @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii ._.	Australia	wlp_au_g05.txt	The writing [implement] of Jane Austen - the quill pen	General	http://www.jasa.net.au/quillpen.htm	2118	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=115	160866392	160866393
