Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	Country	Source file	Title	Type of text	Source URL	Word count	URL	Matchbegin corpus position	Matchend corpus position
827	3097989	into that cat on the sofa above . If i was n't at the Olympic park watching something then I	<<< was sat >>>	in front of my @ @ @ @ @ @ @ @ @ @ did the same thing then I	into_ii that_dd1 cat_nn1 on_ii the_at sofa_nn1 above_rl ._. If_cs i_zz1_mc1 was_vbdz n't_xx at_ii the_at Olympic_jj park_nn1 watching_vvg something_pn1 then_rt I_ppis1	<<< was_vbdz sat_vvn@ >>>	in_ii31 front_ii32 of_ii33 my_appge @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii did_vdd the_at same_da thing_nn1 then_rt I_ppis1	Great Britain	wlp_gb_b07.txt	Are you feeling like a fat cat?	Blog	http://www.juliannagicoaching.com/?p=614	853	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=826	504338366	504338367
828	3104098	current rate . If &lt;h&gt;  Categories &lt;h&gt;  Blogging Your Own Way : bootcamp for me ! &lt;h&gt;  10.10.2012 &lt;p&gt;  I	<<< 'm sat >>>	here in the spare room aka my little work space , my place to be . I 'm here bare	current_jj rate_nn1 ._. If_cs &lt;h&gt; _null Categories_nn2 &lt;h&gt; _null Blogging_vvg Your_appge Own_da Way_nn1 :_: bootcamp_vv0_nn1 for_if me_ppio1 !_! &lt;h&gt; _null 10.10.2012_mc &lt;p&gt; _null I_ppis1	<<< 'm_vbm sat_vvn@ >>>	here_rl in_ii the_at spare_jj room_nn1 aka_nn1 my_appge little_jj work_nn1 space_nn1 ,_, my_appge place_nn1 to_to be_vbi ._. I_ppis1 'm_vbm here_rl bare_jj	Great Britain	wlp_gb_b07.txt	me plus molly: Blogging Your Own Way: bootcamp for me!	Blog	http://www.meplusmolly.co.uk/2012/10/blogging-your-own-way-bootcamp-for-me.html	469	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=827	505023417	505023418
829	3105093	header tank was fucked &lt;p&gt;  Anyhow , the other day after an ordinary drive home in the dry the car	<<< was sat >>>	as i went to open the garage to put it away when loads of steam started coming from the front	header_nn1 tank_nn1 was_vbdz fucked_vvn@ &lt;p&gt; _null Anyhow_rr ,_, the_at other_jj day_nnt1 after_ii_cs an_at1 ordinary_jj drive_nn1 home_rl_nn1 in_ii the_at dry_jj the_at car_nn1	<<< was_vbdz sat_vvn@ >>>	as_csa_ii@ i_zz1_mc1 went_vvd to_to open_vvi the_at garage_nn1 to_to put_vvi it_pph1 away_rl when_cs_rrq loads_nn2 of_io steam_nn1 started_vvd coming_vvg from_ii the_at front_jj_nn1	Great Britain	wlp_gb_b07.txt	Steam from the front of the engine...	Blog	http://www.minitorque.com/forum/f845/steam-front-engine-7806/	306	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=828	505133997	505133998
830	3105695	their last six games . &lt;h&gt;  League One &lt;p&gt;  @ @ @ @ @ @ @ @ @ @ they	<<< are sat >>>	in mid-table in League One . But they have won seven of their last eight matches ? the best form	their_appge last_md six_mc games_nn2 ._. &lt;h&gt; _null League_nn1 One_mc1 &lt;p&gt; _null @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii they_pphs2	<<< are_vbr sat_vvn@ >>>	in_ii mid-table_nn1 in_ii League_nn1 One_mc1_pn1 ._. But_ccb they_pphs2 have_vh0 won_vvn seven_mc of_io their_appge last_md eight_mc matches_nn2_vvz ?_? the_at best_jjt_rrt form_nn1_vv0	Great Britain	wlp_gb_b07.txt	Football League: your thoughts - Molineux Mix - Wolves	Blog	http://www.molineuxmix.co.uk/vb/showthread.php?t=76160	442	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=829	505188600	505188601
831	3109796	in a place which no alcohol was sold or drank . The main point to consider , was that we	<<< were sat >>>	outside a pub at that precise moment . &lt;p&gt;  She is the only girl I know who has ever gone	in_ii a_at1 place_nn1 which_ddq no_at alcohol_nn1 was_vbdz sold_vvn or_cc drank_vvd ._. The_at main_jj point_nn1 to_to consider_vvi ,_, was_vbdz that_cst we_ppis2	<<< were_vbdr sat_vvn@ >>>	outside_ii a_at1 pub_nn1 at_ii that_dd1 precise_jj moment_nn1 ._. &lt;p&gt; _null She_pphs1 is_vbz the_at only_jj girl_nn1 I_ppis1 know_vv0 who_pnqs has_vhz ever_rr gone_vvn	Great Britain	wlp_gb_b07.txt	Northern Lad in Moscow: The Return of the Boss...	Blog	http://www.northernladinmoscow.com/2012/08/the-return-of-boss.html	920	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=830	505598218	505598219
832	3111993	What would my ideal Christmas be like ? &lt;p&gt;  All that should keep &lt;h&gt;  The Sound Of Christmas &lt;p&gt;  I	<<< was sat >>>	wondering earlier today about how my christmas decorating is normally surrounded by various christmas songs playing to get me and	What_ddq would_vm my_appge ideal_jj Christmas_nnt1 be_vbi like_ii ?_? &lt;p&gt; _null All_db that_dd1_cst should_vm keep_vvi &lt;h&gt; _null The_at Sound_nn1 Of_io Christmas_nnt1 &lt;p&gt; _null I_ppis1	<<< was_vbdz sat_vvn@ >>>	wondering_vvg earlier_rrr_jjr today_rt about_ii how_rrq my_appge christmas_nnt1 decorating_nn1_vvg is_vbz normally_rr surrounded_vvn by_ii various_jj christmas_nnt1 songs_nn2 playing_vvg to_to get_vvi me_ppio1 and_cc	Great Britain	wlp_gb_b07.txt	The Sound Of Christmas | Organised Christmas Elves	Blog	http://www.organisedchristmaselves.co.uk/the-sound-of-christmas/	88	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=831	505832769	505832770
833	3112297	knocked on the door . A gruff voice told her to :  Come in .  &lt;p&gt;  Mr Brown	<<< was sat >>>	behind his desk in his gown . He looked at me , then at Miss Edwards . &lt;p&gt;  Mr Brown	knocked_vvd on_ii the_at door_nn1 ._. A_at1_zz1 gruff_jj voice_nn1 told_vvd_vvn her_ppho1 to_to :_:  Come_vv0 in_rp@ ._.  &lt;p&gt; _null Mr_nnb Brown_np1	<<< was_vbdz sat_vvn@ >>>	behind_ii his_appge desk_nn1 in_ii his_appge gown_nn1 ._. He_pphs1 looked_vvd at_ii me_ppio1 ,_, then_rt at_ii Miss_nnb Edwards_np1 ._. &lt;p&gt; _null Mr_nnb Brown_np1	Great Britain	wlp_gb_b07.txt	Katie and the Cane | Over The Desk Spanking Stories	Blog	http://www.overthedesk.com/spanking_stories/katie-and-the-cane/	859	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=832	505893468	505893469
834	3112894	&lt;p&gt;  Describing the November 8 tragedy , Bobby-Jo 's grandmother , Pat Beattie , 66 , said :  She	<<< was sat >>>	there and she said , ' Nana I 've got a bad head ' and everything went haywire from there	&lt;p&gt; _null Describing_vvg the_at November_npm1 8_mc tragedy_nn1 ,_, Bobby-Jo_np1 's_ge grandmother_nn1 ,_, Pat_np1 Beattie_np1 ,_, 66_mc ,_, said_vvd :_:  She_pphs1	<<< was_vbdz sat_vvn@ >>>	there_rl and_cc she_pphs1 said_vvd ,_, '_ge Nana_nn1 I_ppis1 've_vh0 got_vvn a_at1 bad_jj head_nn1 '_ge and_cc everything_pn1 went_vvd haywire_jj from_ii there_rl	Great Britain	wlp_gb_b07.txt	Eight-year-old girl died after complaining: 'Nana, I've got a bad head	Blog	http://www.parentdish.co.uk/2012/11/16/eight-year-old-girl-bobby-jo-died-after-complaining-of-headache/	610	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=833	505983864	505983865
835	3119193	elixir of business success , simply requires us to notice the key points of difference , rather &lt;p&gt;  So I	<<< 'm sat >>>	with my Mac , not logged onto Wi-Fi and I 'm at the Holiday Inn in Garforth on the outside	elixir_nn1 of_io business_nn1 success_nn1 ,_, simply_rr requires_vvz us_ppio2 to_to notice_vvi the_at key_jj_nn1 points_nn2 of_io difference_nn1 ,_, rather_ii21 &lt;p&gt; _null So_rr I_ppis1	<<< 'm_vbm sat_vvn@ >>>	with_iw my_appge Mac_nn1@_np1 ,_, not_xx logged_vvn onto_ii Wi-Fi_np1 and_cc I_ppis1 'm_vbm at_ii the_at Holiday_nn1 Inn_nn1 in_ii Garforth_np1_rr on_ii the_at outside_ii21	Great Britain	wlp_gb_b07.txt	Just a little bit of toast. | Richard McCann	Blog	http://www.richardmccann.co.uk/just-a-little-bit-of-toast/	440	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=834	506593591	506593592
836	3119196	wow ! Having been to the Natural History Museum many times before , it was a very surreal experience to	<<< be sat >>>	in the entrance hall , eating dinner under the huge Diplodocus skeleton , surrounded by some of the best wildlife	wow_uh !_! Having_vhg been_vbn to_ii the_at Natural_jj History_nn1 Museum_nn1 many_da2 times_nnt2 before_rt ,_, it_pph1 was_vbdz a_at1 very_rg surreal_jj experience_nn1 to_to	<<< be_vbi sat_vvn@ >>>	in_ii the_at entrance_nn1 hall_nn1 ,_, eating_vvg_nn1 dinner_nn1 under_ii the_at huge_jj Diplodocus_nn1 skeleton_nn1 ,_, surrounded_vvn by_ii some_dd of_io the_at best_jjt wildlife_nn1	Great Britain	wlp_gb_b07.txt	Wildlife Photographer of the Year 2012: Awards dinner | Richard	Blog	http://www.richardpeters.co.uk/blog/2012/10/25/wildlife-photographer-of-the-year-2012-awards-dinner/	1637	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=835	506594597	506594598
837	3119990	called Sunda . I managed to capture a photo of her during a recent visit to Loch Frisa - she	<<< is sat >>>	with Frisa as Dad , Skye , sits on one of his favourite lookout spots just out of shot of	called_vvn_vvd@ Sunda_np1_nn1@ ._. I_ppis1 managed_vvd to_to capture_vvi a_at1 photo_nn1 of_io her_ppho1 during_ii a_at1 recent_jj visit_nn1 to_ii Loch_nnl1 Frisa_np1 -_- she_pphs1	<<< is_vbz sat_vvn@ >>>	with_iw Frisa_np1_nn1@ as_csa_ii@ Dad_nn1 ,_, Skye_np1 ,_, sits_vvz on_ii_rp@ one_mc1 of_io his_appge favourite_jj_nn1 lookout_nn1 spots_nn2_vvz@ just_rr out_ii21 of_ii22 shot_nn1 of_io	Great Britain	wlp_gb_b07.txt	Yes this is the year! - Mull Eagles - Wildlife - The RSPB Community	Blog	http://www.rspb.org.uk/community/wildlife/b/mulleagles/archive/2012/09/11/yes-this-is-the-year.aspx	708	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=836	506696458	506696459
838	3120593	his Playmobil toys and demanded that I put them in the loft . &lt;p&gt;  Fast forward a week and I	<<< was sat >>>	in a vast hall listening to Dr Margot Sunderland explaining the importance of therapeutic play and storytelling in helping abused	his_appge Playmobil_nn1@_np1 toys_nn2 and_cc demanded_vvd_vvn that_cst I_ppis1 put_vv0_vvd them_ppho2 in_ii the_at loft_nn1 ._. &lt;p&gt; _null Fast_rr forward_rl_vv0% a_at1 week_nnt1 and_cc I_ppis1	<<< was_vbdz sat_vvn@ >>>	in_ii a_at1 vast_jj hall_nn1 listening_vvg_nn1 to_ii Dr_nnb Margot_np1 Sunderland_np1 explaining_vvg the_at importance_nn1 of_io therapeutic_jj play_nn1 and_cc storytelling_nn1 in_ii helping_nn1_vvg abused_vvn_jj@	Great Britain	wlp_gb_b07.txt	The Power of Play for Traumatised Children	Blog	http://www.sallydonovan.net/2012/11/19/the-power-of-play/	852	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=837	506805309	506805310
839	3122785	shuttle . While the rest of the X-Men were sequestered in a radiation proof capsule aboard the shuttle , Jean	<<< was sat >>>	in the cockpit piloting the shuttle down . Between the radiation and the crash itself , once the shuttle crashed	shuttle_nn1 ._. While_cs the_at rest_nn1 of_io the_at X-Men_nn2 were_vbdr sequestered_vvn@ in_ii a_at1 radiation_nn1 proof_nn1 capsule_nn1 aboard_ii the_at shuttle_nn1 ,_, Jean_np1	<<< was_vbdz sat_vvn@ >>>	in_ii the_at cockpit_nn1 piloting_vvg the_at shuttle_nn1 down_rp ._. Between_ii the_at radiation_nn1 and_cc the_at crash_nn1 itself_ppx1 ,_, once_cs@_rr the_at shuttle_nn1 crashed_vvd_vvn@	Great Britain	wlp_gb_b07.txt	Coulson Lives! He's Not The Only One... | Sidekickcast	Blog	http://www.sidekickcast.com/?p=9747	2230	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=838	506984347	506984348
840	3126087	chance to really get under the skin of South Africa whilst knowing the proceeds are going into the community you	<<< 're sat >>>	in . &lt;p&gt;  I do n't know about you , but I 'm torn ! East Africa , South Africa	chance_nn1 to_to really_rr get_vvi under_ii_rp@ the_at skin_nn1 of_io South_np1 Africa_np1 whilst_cs knowing_vvg the_at proceeds_nn2 are_vbr going_vvg into_ii the_at community_nn1 you_ppy	<<< 're_vbr sat_vvn@ >>>	in_rp@_ii ._. &lt;p&gt; _null I_ppis1 do_vd0 n't_xx know_vvi about_ii you_ppy ,_, but_ccb I_ppis1 'm_vbm torn_vvn_jj@ !_! East_nd1 Africa_np1 ,_, South_np1 Africa_np1	Great Britain	wlp_gb_b07.txt	Ask the Experts: First time in Africa | STA Travel	Blog	http://www.statravel.co.uk/travel-blog/2012/07/ask-the-experts-first-time-in-africa/	1128	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=839	507414137	507414138
841	3126093	was awesome . Every leg of the 8,000km journey was a roll of the dice in terms of who 'd	<<< be sat >>>	right up in your personal space for the next 37 hours . Whether it was Yuri the moustachioed woodsman showing	was_vbdz awesome_jj ._. Every_at1 leg_nn1 of_io the_at 8,000km_nnu journey_nn1 was_vbdz a_at1 roll_nn1 of_io the_at dice_nn in_ii31 terms_ii32 of_ii33 who_pnqs 'd_vm	<<< be_vbi sat_vvn@ >>>	right_rr up_rp in_ii your_appge personal_jj space_nn1 for_if the_at next_md 37_mc hours_nnt2 ._. Whether_csw it_pph1 was_vbdz Yuri_np1 the_at moustachioed_jj@ woodsman_nn1 showing_vvg	Great Britain	wlp_gb_b07.txt	When's the best time to take the Trans Siberian Railway? | STA Travel	Blog	http://www.statravel.co.uk/travel-blog/2012/11/when%E2%80%99s-the-best-time-to-take-the-trans-siberian-railway/	1284	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=840	507421331	507421332
842	3126586	not supposed to be scrambling around under the banqueting table looking for crumbs like orphans , we are meant to	<<< be sat >>>	at the banqueting table with Jesus enjoying the Feast that our Father has prepared . Do we deserve it ?	not_xx supposed_jj to_to be_vbi scrambling_vvg around_rp under_ii the_at banqueting_jj@_nn1@ table_nn1 looking_vvg for_if crumbs_nn2 like_ii orphans_nn2 ,_, we_ppis2 are_vbr meant_vvn to_to	<<< be_vbi sat_vvn@ >>>	at_ii the_at banqueting_jj@_nn1@ table_nn1 with_iw Jesus_np1 enjoying_vvg the_at Feast_nn1 that_cst our_appge Father_nn1 has_vhz prepared_vvn ._. Do_vd0 we_ppis2 deserve_vvi it_pph1 ?_?	Great Britain	wlp_gb_b07.txt	Father's Heart by Laura Norris	Blog	http://www.sttomsyoungadults.com/?p=1068	1158	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=841	507470784	507470785
843	3126990	the mend at last . &lt;p&gt;  White Cap is above tree-line with fantastic views . The others we had met	<<< were sat >>>	enjoying the vistas . We joined them . The thru-hiker planned to join the Navy once he finished the AT	the_at mend_nn1 at_rr21 last_rr22 ._. &lt;p&gt; _null White_jj Cap_nn1 is_vbz above_jj@_ii tree-line_nn1 with_iw fantastic_jj views_nn2 ._. The_at others_nn2 we_ppis2 had_vhd met_vvn	<<< were_vbdr sat_vvn@ >>>	enjoying_vvg the_at vistas_nn2 ._. We_ppis2 joined_vvd them_ppho2 ._. The_at thru-hiker_nn1 planned_vvd_vvn to_to join_vvi the_at Navy_nn1 once_cs@_rr he_pphs1 finished_vvd the_at AT_ii	Great Britain	wlp_gb_b07.txt	Summit and Valley: Hundred-Mile Wilderness:	Blog	http://www.summitandvalley.com/2012/09/hundred-mile-wilderness-hundred-mile.html	5201	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=842	507514445	507514446
844	3128396	you 're outside you wo n't have to go much beyond half way to enjoy your music . If you	<<< 're sat >>>	next to it , then getting much beyond a quarter turn of the top-mounted volume knob is probably pushing things	you_ppy 're_vbr outside_rl_ii_jj you_ppy wo_vm n't_xx have_vhi to_to go_vvi much_rr_da1 beyond_ii_rl@ half_rr21 way_rr22 to_to enjoy_vvi your_appge music_nn1 ._. If_cs you_ppy	<<< 're_vbr sat_vvn@ >>>	next_ii21 to_ii22 it_pph1 ,_, then_rt getting_vvg much_rr_da1 beyond_ii a_at1 quarter_nn1 turn_nn1 of_io the_at top-mounted_jj_nn1 volume_nn1 knob_nn1 is_vbz probably_rr pushing_vvg things_nn2	Great Britain	wlp_gb_b07.txt	Sonoro Go London review | Radios Reviews | TechRadar	Blog	http://www.techradar.com/reviews/gadgets/ipods-and-portable-audio/radios/sonoro-go-london-1098943/review	544	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=843	507667046	507667047
845	3131993	big stuff ,  says Husky frontman Marko Nyberg .  But it 's just not practical .  Nyberg	<<< is sat >>>	on a sofa against the wall of the studio 's control room , surrounded by neatly arranged racks of analogue	big_jj stuff_nn1 ,_,  says_vvz Husky_jj@_np1 frontman_nn1 Marko_np1_nn1 Nyberg_np1 ._.  But_ccb it_pph1 's_vbz just_rr not_xx practical_jj ._.  Nyberg_np1	<<< is_vbz sat_vvn@ >>>	on_ii a_at1 sofa_nn1 against_ii the_at wall_nn1 of_io the_at studio_nn1 's_ge control_nn1 room_nn1 ,_, surrounded_vvn by_ii_rp% neatly_rr arranged_vvn_vvd_jj@ racks_nn2 of_io analogue_jj_nn1	Great Britain	wlp_gb_b07.txt	Buzzsaw Somnambula: Best Fit meets Husky Rescue | The Line Of	Blog	http://www.thelineofbestfit.com/features/interviews/buzzsaw-somnambula-best-fit-meets-husky-rescue-112873	1144	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=844	508037274	508037275
846	3131999	and it just came out this finished thing and I was like , that 's pretty good . It 's	<<< been sat >>>	around and it has been online before and it 's not like I 've been hiding it away , but	and_cc it_pph1 just_rr came_vvd out_rp this_dd1 finished_jj@_vvd thing_nn1 and_cc I_ppis1 was_vbdz like_ii ,_, that_dd1 's_vbz pretty_rg good_jj ._. It_pph1 's_vhz	<<< been_vbn sat_vvn@ >>>	around_rp and_cc it_pph1 has_vhz been_vbn online_rr_jj before_cs_ii_rt@ and_cc it_pph1 's_vbz not_xx like_rr%_cs%_vv0@ I_ppis1 've_vh0 been_vbn hiding_vvg it_pph1 away_rl ,_, but_ccb	Great Britain	wlp_gb_b07.txt	A testament to sticking to what I want to do and to what makes you	Blog	http://www.thelineofbestfit.com/features/interviews/luke-sital-singh-109432	1047	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=845	508046501	508046502
847	3132490	get to read more too that way ! Until then , I love the peace that I get when he	<<< is sat >>>	on the floor looking at his books and I love watching his imagination grow . &lt;p&gt;  Do your children love	get_vvi to_to read_vvi more_rgr too_rr@ that_dd1 way_nn1 !_! Until_ii then_rt ,_, I_ppis1 love_vv0 the_at peace_nn1 that_cst I_ppis1 get_vv0 when_rrq_cs he_pphs1	<<< is_vbz sat_vvn@ >>>	on_ii the_at floor_nn1 looking_vvg at_ii his_appge books_nn2 and_cc I_ppis1 love_vv0 watching_vvg his_appge imagination_nn1 grow_vvi ._. &lt;p&gt; _null Do_vd0 your_appge children_nn2 love_vvi	Great Britain	wlp_gb_b07.txt	The Adventure of Parenthood: My Little Reader	Blog	http://www.themummyadventure.com/2012/10/my-little-reader.html	1076	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=846	508107529	508107530
848	3133086	went mad . I would n't go if my mum could n't . My OH went this week and he	<<< was sat >>>	by himself , the mums had turned the chairs so they had their backs to him ... &lt;p&gt;  For me	went_vvn mad_jj ._. I_ppis1 would_vm n't_xx go_vvi if_csw@_cs my_appge mum_nn1 could_vm n't_xx ._. My_appge OH_uh went_vvd this_dd1 week_nnt1 and_cc he_pphs1	<<< was_vbdz sat_vvn >>>	by_ii himself_ppx1 ,_, the_at mums_nn2 had_vhd turned_vvn the_at chairs_nn2 so_cs@_rr they_pphs2 had_vhd their_appge backs_nn2 to_ii him_ppho1 ..._... &lt;p&gt; _null For_if me_ppio1	Great Britain	wlp_gb_b07.txt	Is Taking Your Kids To A Playgroup Important? - The Real Supermum	Blog	http://www.therealsupermumblog.com/2012/09/is-taking-your-kids-to-a-playgroup-important/	1817	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=847	508152025	508152026
849	3133095	and left the baby were it was  and then she giggled &lt;p&gt;  My baby girl was delivered and I	<<< was sat >>>	holding her and I was totally shocked . I had this love for her , but felt so guilty to	and_cc left_vvd the_at baby_nn1 were_vbdr it_pph1 was_vbdz  and_cc then_rt she_pphs1 giggled_vvd &lt;p&gt; _null My_appge baby_nn1 girl_nn1 was_vbdz delivered_vvn and_cc I_ppis1	<<< was_vbdz sat_vvn@ >>>	holding_vvg her_ppho1 and_cc I_ppis1 was_vbdz totally_rr shocked_vvn ._. I_ppis1 had_vhd this_dd1 love_nn1 for_if her_ppho1 ,_, but_ccb felt_vvd so_rg_rr guilty_jj to_ii	Great Britain	wlp_gb_b07.txt	How Could I Love A Second Baby? - The Real Supermum	Blog	http://www.therealsupermumblog.com/2012/10/love-a-second-baby/	894	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=848	508167731	508167732
850	3133291	a team/squad in general , while seeking to comment helpfully on particular items . &lt;p&gt;  Chareose &lt;p&gt;  Diouf needs to	<<< be sat >>>	behind the two strikers in a free role ...... we need Mccormack back , someone to push Becchio and a	a_at1 team/squad_nn1 in_rr21 general_rr22 ,_, while_cs seeking_vvg to_to comment_vvi helpfully_rr on_ii particular_jj items_nn2 ._. &lt;p&gt; _null Chareose_vv0_nn1_np1@ &lt;p&gt; _null Diouf_nn1_vv0_np1@ needs_vvz_nn2 to_to	<<< be_vbi sat_vvn@ >>>	behind_ii the_at two_mc strikers_nn2 in_ii a_at1 free_jj role_nn1 ......_... we_ppis2 need_vv0 Mccormack_np1 back_nn1_rp ,_, someone_pn1 to_to push_vvi Becchio_np1 and_cc a_at1	Great Britain	wlp_gb_b07.txt	Limp Leeds Lose Unbeaten Run | The Scratching Shed	Blog	http://www.thescratchingshed.com/2012/10/limp-leeds-lose-unbeaten-run/	3479	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=849	508190668	508190669
