Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	Activity description	Selected characterisations of conversation type	Transcription conventions used	Sample release inclusion	List of speaker IDs	Number of speakers	Recording date	Recording length	Recording location	Recording period	Year of recording	Inter-speaker relationship	Topics covered	Transcriber	URL	Match-begin corpus position	Match-end corpus position
331	SW6A	the camera goes on to me and this I 'm sitting next to this girl should I say this girl	's sitting	next to me who was called --ANONnameF and erm she was the same age as me then the camera pans	the_AT camera_NN1 goes_VVZ on_II21 to_II22 me_PPIO1 and_CC this_DD1 I_PPIS1 'm_VBM sitting_VVG next_II21 to_II22 this_DD1 girl_NN1 should_VM I_PPIS1 say_VVI this_DD1 girl_NN1	's_VBZ sitting_VVG	next_II21 to_II22 me_PPIO1 who_PNQS was_VBDZ called_VVN --ANONnameF_NP1 and_CC erm_UH she_PPHS1 was_VBDZ the_AT same_DA age_NN1 as_CSA me_PPIO1 then_RT the_AT camera_NN1 pans_NN2	Returning home for my father's 55th birthday	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements	Revised	Texts not in Sample release	S0190 S0192 S0227	3	2014-09-26	1:53:02	In father's car between Bedford and Northamptonshire	2014 Q3	2014	Close family, partners, very close friends	Greetings, the children's home, recordings, ex-husbands, friends, my brother, university, heating, truth and lies, cheating, smoking, master's degrees, modules, plagiarism, plants, curry, birthday cards, cats, train journeys, ANON's family, dentures, swimming, snacks, weather, cooking, satellite navigation, Brighton, linguistics course, mature students, cycling, Christmas, laptops, pidgins & creoles, teaching, Christmas day arrangements, my brother's girlfriend, assessment, work, travel, childhoods, international universities, Ann's children, moving house, money, mortgages & rent, homeless people, South Korea   	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=330	10275240	10275241
332	SW6K	he could see me standing there and then I thought well that might be flashing to some other people who	were standing	there so I walked up the path sideways on and I see and he 's I got in ah right	he_PPHS1 could_VM see_VVI me_PPIO1 standing_VVG there_RL and_CC then_RT I_PPIS1 thought_VVD well_RR that_DD1 might_VM be_VBI flashing_VVG to_II some_DD other_JJ people_NN who_PNQS	were_VBDR standing_VVG	there_RL so_RR I_PPIS1 walked_VVD up_II the_AT path_NN1 sideways_RL on_II and_CC I_PPIS1 see_VV0 and_CC he_PPHS1 's_VBZ I_PPIS1 got_VVN in_RP ah_UH right_RR	Brother visit	Discussing, explaining, anecdote telling	Revised	Texts not in Sample release	S0012 S0013 S0419	3	2015-05-27	1:59:07	Freelancer's home	2015 Q2	2015	Close family, partners, very close friends	Cars, obsessive compulsive disorders, religion, family, accidents, books, workmates, own space, helping others	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=331	10314173	10314174
333	SWBR	it 's really weird and makes you feel really fevery or he said that 'll make you feel like you	're sitting	under a sunlamp mm he said you 'll be feeling a bit warm when that go through and you got	it_PPH1 's_VBZ really_RR weird_JJ and_CC makes_VVZ you_PPY feel_VVI really_RR fevery_JJ or_CC he_PPHS1 said_VVD that_DD1 'll_VM make_VVI you_PPY feel_VV0 like_II you_PPY	're_VBR sitting_VVG	under_II a_AT1 sunlamp_NN1 mm_UH he_PPHS1 said_VVD you_PPY 'll_VM be_VBI feeling_VVG a_AT1 bit_NN1 warm_VVI when_CS that_DD1 go_VV0 through_RP and_CC you_PPY got_VVD	Chatting to Grandparents and parents at Grandparent’s bungalow on weekend visit.	Discussing, explaining, complaining, anecdote telling, making arrangements	Revised	Texts not in Sample release	S0630 S0632 S0636 S0637 S0638	5	2016-02-21	0:12:40	Living Room in bungalow in Snettisham; speakers 1 and 3’s home.	2016 Q1	2016	Close family, partners, very close friends	Injections and taking blood samples, ANON’s scan, ANON starting work at 5, not being able to afford new things, ageing, ANON and ANON’s friend Norman, The Life of Brian, Eurovision	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=332	10341948	10341949
334	SWHR	oriented mm mm which I think presentations should be cos the mm you know the if they 're gon na	be sitting	reading something it 's a bit of a waste of time is n't it ? mm mm mm to be	oriented_VVN mm_UH mm_UH which_DDQ I_PPIS1 think_VV0 presentations_NN2 should_VM be_VBI cos_CS the_AT mm_UH you_PPY know_VV0 the_AT if_CS they_PPHS2 're_VBR gon_VVGK na_TO	be_VBI sitting_VVG	reading_VVG something_PN1 it_PPH1 's_VBZ a_AT1 bit_NN1 of_IO a_AT1 waste_NN1 of_IO time_NNT1 is_VBZ n't_XX it_PPH1 ?_YQUE mm_UH mm_UH mm_UH to_TO be_VBI	Family discussing new technology	Discussing, explaining, inquiring, advising, anecdote telling	Revised	Texts not in Sample release	S0365 S0366 S0420	3	2015-02-14	0:12:10	Speaker's home	2015 Q1	2015	Friends, wider family circle	Computers, technology	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=333	10389383	10389384
335	SWMV	's uh it 's pretty cool like but the thing the funny another thing about it is like if you	're sitting	round the hotplate so there 's there 's there 's probably about eight seats round the square hotplate yeah I	's_VBZ uh_UH it_PPH1 's_VBZ pretty_RG cool_JJ like_RR but_CCB the_AT thing_NN1 the_AT funny_JJ another_DD1 thing_NN1 about_II it_PPH1 is_VBZ like_RR if_CS you_PPY	're_VBR sitting_VVG	round_II the_AT hotplate_NN1 so_RR there_EX 's_VBZ there_EX 's_VBZ there_EX 's_VBZ probably_RR about_RG eight_MC seats_NN2 round_II the_AT square_JJ hotplate_NN1 yeah_UH I_PPIS1	Crisps, James Bond, weddings, Indian food, cities, Newcastle, 	Discussing, explaining, anecdote telling	Original	Texts within Sample release	S0037 S0115	2	2012-02-01	0:40:27	A pub, Cambridge	2012 Q1	2012	Close family, partners, very close friends	Crisps, James Bond, weddings, Indian food, cities, Newcastle, 	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=334	10408611	10408612
336	SWTX	did I have yesterday ? I had year eight yesterday oh I du n no trying to think where they	were sitting	anyway --UNCLEARWORD well I do n't need to work can get benefits oh god mm yeah okay I do n't	did_VDD I_PPIS1 have_VHI yesterday_RT ?_YQUE I_PPIS1 had_VHD year_NNT1 eight_MC yesterday_RT oh_UH I_PPIS1 du_VD0 n_XX no_VVI trying_VVG to_TO think_VVI where_RRQ they_PPHS2	were_VBDR sitting_VVG	anyway_RR --UNCLEARWORD_FU well_RR I_PPIS1 do_VD0 n't_XX need_VVI to_II work_NN1 can_VM get_VVI benefits_NN2 oh_UH god_NN1 mm_UH yeah_UH okay_RR I_PPIS1 do_VD0 n't_XX	A need to talk	Discussing, explaining	Revised	Texts not in Sample release	S0012 S0013 S0152	3	2015-03-25	1:42:07	Speakers' home	2015 Q1	2015	Close family, partners, very close friends	School, relationships, sleeplessness, loss of enthusiasm, selling house, loans	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=335	10453442	10453443
337	SWTX	cost millions these academies do n't they ? you know this high school here 's another one this high school	is sitting	on one point three million in the bank really ? and they 're happy to make people redundant what ?	cost_VV0 millions_NNO2 these_DD2 academies_NN2 do_VD0 n't_XX they_PPHS2 ?_YQUE you_PPY know_VV0 this_DD1 high_JJ school_NN1 here_RL 's_VBZ another_DD1 one_PN1 this_DD1 high_JJ school_NN1	is_VBZ sitting_VVG	on_II one_MC1 point_NN1 three_MC million_NNO in_II the_AT bank_NN1 really_RR ?_YQUE and_CC they_PPHS2 're_VBR happy_JJ to_TO make_VVI people_NN redundant_JJ what_DDQ ?_YQUE	A need to talk	Discussing, explaining	Revised	Texts not in Sample release	S0012 S0013 S0152	3	2015-03-25	1:42:07	Speakers' home	2015 Q1	2015	Close family, partners, very close friends	School, relationships, sleeplessness, loss of enthusiasm, selling house, loans	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=336	10454622	10454623
338	SWTX	? you 're not supposed to be making a profit in education no mm but sitting on one poin- they	're sitting	on one point three million well how come how do they make ? well they get allocated so much money	?_YQUE you_PPY 're_VBR not_XX supposed_JJ to_TO be_VBI making_VVG a_AT1 profit_NN1 in_II education_NN1 no_UH mm_UH but_CCB sitting_VVG on_II one_PN1 poin-_FU they_PPHS2	're_VBR sitting_VVG	on_II one_MC1 point_NN1 three_MC million_NNO well_RR how_RRQ come_VVN how_RRQ do_VD0 they_PPHS2 make_VVI ?_YQUE well_RR they_PPHS2 get_VV0 allocated_VVN so_RG much_DA1 money_NN1	A need to talk	Discussing, explaining	Revised	Texts not in Sample release	S0012 S0013 S0152	3	2015-03-25	1:42:07	Speakers' home	2015 Q1	2015	Close family, partners, very close friends	School, relationships, sleeplessness, loss of enthusiasm, selling house, loans	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=337	10454669	10454670
339	SWU6	see ? no --UNCLEARWORD it 's filmed about four weeks ago mm oh I think it was oh --UNCLEARWORD should	be standing	now I like the queen I really do I like the queen I do long live our noble queen I	see_VVI ?_YQUE no_UH --UNCLEARWORD_FU it_PPH1 's_VHZ filmed_VVN about_RG four_MC weeks_NNT2 ago_RA mm_UH oh_UH I_PPIS1 think_VV0 it_PPH1 was_VBDZ oh_UH --UNCLEARWORD_FU should_VM	be_VBI standing_VVG	now_RT I_PPIS1 like_VV0 the_AT queen_NN1 I_PPIS1 really_RR do_VD0 I_PPIS1 like_VV0 the_AT queen_NN1 I_PPIS1 do_VD0 long_RR live_VV0 our_APPGE noble_JJ queen_NN1 I_PPIS1	Family conversation over Christmas dinner.	Discussing, Explaining, Inquiring, Complaining, Anecdote telling	Revised	Texts not in Sample release	S0547 S0548 S0549 S0550 S0551	5	2015-12-25	0:24:05	The home of ANON, ANON, ANON, ANON and ANON, High Lane, Stockport.	2015 Q4	2015	Close family, partners, very close friends	Food, napkins that look like underpants, Christmas shopping, turkey, how the family spend Christmas, Christmas music, nicknames with ANON's university friends, ANON in Florida, travelling to America, airport, how we treat each other, the weather, Downton Abbey, the wishbone, dance moves, cooking, how my friends spent Christmas Eve, our family friends, music in films, musical instruments, the Queen’s speech, events this year.	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=338	10473851	10473852
340	SWVQ	erm are you alright ? --UNCLEARWORD do you want to take some juice ? take some juice --ANONnameM now everyone	's sitting	down --ANONnameM we 're all sitting down I 'll give him some vegetables he usually eats those like with okay	erm_UH are_VBR you_PPY alright_JJ ?_YQUE --UNCLEARWORD_FU do_VD0 you_PPY want_VVI to_TO take_VVI some_DD juice_NN1 ?_YQUE take_VV0 some_DD juice_NN1 --ANONnameM_NP1 now_RT everyone_PN1	's_VBZ sitting_VVG	down_RP --ANONnameM_NP1 we_PPIS2 're_VBR all_DB sitting_VVG down_RP I_PPIS1 'll_VM give_VVI him_PPHO1 some_DD vegetables_NN2 he_PPHS1 usually_RR eats_VVZ those_DD2 like_JJ with_IW okay_RR	Dinner conversation about fixing computer and warranty.	Discussing, requesting	Revised	Texts not in Sample release	S0415 S0416 S0417 S0418	4	2015-08-08	0:21:44	 Ballincollig, Cork, Ireland,  home.	2015 Q3	2015	Close family, partners, very close friends	Child are the table, Mending computers, Rugby arrangements, Fajita sauce, Sticky out ears, Arranging the evening, Swimming.	T18	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=339	10476576	10476577
341	SX3B	getting better insight or but then I du n no yeah cos a lot of languages depend on who you	're sitting	down and chatting to is n't it ? yeah surely ? the the context entirely I suppose they 'll be	getting_VVG better_JJR insight_NN1 or_CC but_CCB then_RT I_PPIS1 du_VD0 n_XX no_VVI yeah_UH cos_CS a_AT1 lot_NN1 of_IO languages_NN2 depend_VV0 on_II who_PNQS you_PPY	're_VBR sitting_VVG	down_RP and_CC chatting_VVG to_II is_VBZ n't_XX it_PPH1 ?_YQUE yeah_UH surely_RR ?_YQUE the_AT the_AT context_NN1 entirely_RR I_PPIS1 suppose_VV0 they_PPHS2 'll_VM be_VBI	Talking over lunch		Revised	Texts not in Sample release	S0428 S0467 S0468	3	2015-09-04	0:18:06	Cambridge University Press Printing House	2015 Q3	2015			T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=340	10546939	10546940
342	SX3B	world which is a great skill like really I wan na do more kind of out there --UNCLEARWORD when I	'm sitting	down at at work just testing arbitrary things I feel like I should be taking in nuggets of wisdom from	world_NN1 which_DDQ is_VBZ a_AT1 great_JJ skill_NN1 like_RR really_RR I_PPIS1 wan_VV0 na_TO do_VDI more_RGR kind_RR21 of_RR22 out_RP there_RL --UNCLEARWORD_FU when_CS I_PPIS1	'm_VBM sitting_VVG	down_RP at_II at_II work_NN1 just_RR testing_VVG arbitrary_JJ things_NN2 I_PPIS1 feel_VV0 like_RR I_PPIS1 should_VM be_VBI taking_VVG in_II nuggets_NN2 of_IO wisdom_NN1 from_II	Talking over lunch		Revised	Texts not in Sample release	S0428 S0467 S0468	3	2015-09-04	0:18:06	Cambridge University Press Printing House	2015 Q3	2015			T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=341	10548787	10548788
343	SX6D	? well yeah mm and you kind of focus more on your computer do n't you ? rather than who	's sitting	next to you yeah Chinese students kind of do that anyway erm but it would be good for when we	?_YQUE well_RR yeah_UH mm_UH and_CC you_PPY kind_NN1 of_IO focus_NN1 more_DAR on_II your_APPGE computer_NN1 do_VD0 n't_XX you_PPY ?_YQUE rather_II21 than_II22 who_PNQS	's_VBZ sitting_VVG	next_II21 to_II22 you_PPY yeah_UH Chinese_JJ students_NN2 kind_RR21 of_RR22 do_VD0 that_DD1 anyway_RR erm_UH but_CCB it_PPH1 would_VM be_VBI good_JJ for_IF when_CS we_PPIS2	Couple discuss teaching computer software.	Discussing, explaining	Revised	Texts within Sample release	S0024 S0144	2	2014-09-03	0:57:54	Speakers' home	2014 Q3	2014	Close family, partners, very close friends	Work, moodle	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=342	10554165	10554166
344	SX6V	places we stayed in so this lodge wow this lodge or chalet is on one of those oh but you	're sitting	out point is across this bridge that 's a bridge with the you know the wood and the ropes and	places_NN2 we_PPIS2 stayed_VVD in_RP so_RR this_DD1 lodge_NN1 wow_UH this_DD1 lodge_NN1 or_CC chalet_NN1 is_VBZ on_II one_MC1 of_IO those_DD2 oh_UH but_CCB you_PPY	're_VBR sitting_VVG	out_RP point_NN1 is_VBZ across_II this_DD1 bridge_NN1 that_CST 's_VBZ a_AT1 bridge_NN1 with_IW the_AT you_PPY know_VV0 the_AT wood_NN1 and_CC the_AT ropes_NN2 and_CC	Academic colleagues chit-chat over coffee (2)	Discussing, Explaining, Inquiring, complaining, advising, announcing, anecdote telling	Revised	Texts not in Sample release	S0426 S0427	2	2015-09-30	0:23:35	Office at work	2015 Q3	2015	Colleagues	Safari-type wildlife holiday, university students, (disertation supervisees); teaching arrangements; job advertisments & applicants	T06	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=343	10561258	10561259
345	SX6V	so there is the water hole most of the elephants are down here but a few come up and I	am stood	on this deck on on the deck so I 'm not far away no no you could n't be any	so_RR there_EX is_VBZ the_AT water_NN1 hole_NN1 most_DAT of_IO the_AT elephants_NN2 are_VBR down_RP here_RL but_CCB a_AT1 few_DA2 come_VV0 up_RP and_CC I_PPIS1	am_VBM stood_VVN	on_II this_DD1 deck_NN1 on_II on_II the_AT deck_NN1 so_RR I_PPIS1 'm_VBM not_XX far_RR away_RL no_UH no_UH you_PPY could_VM n't_XX be_VBI any_DD	Academic colleagues chit-chat over coffee (2)	Discussing, Explaining, Inquiring, complaining, advising, announcing, anecdote telling	Revised	Texts not in Sample release	S0426 S0427	2	2015-09-30	0:23:35	Office at work	2015 Q3	2015	Colleagues	Safari-type wildlife holiday, university students, (disertation supervisees); teaching arrangements; job advertisments & applicants	T06	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=344	10563013	10563014
346	SXCB	like where you get extra leg room I paid like fifty quid more to get extra leg room and I	was sat	there and you know like the fold down things with a baby on the woman was sat there and the	like_II where_RRQ you_PPY get_VV0 extra_JJ leg_NN1 room_NN1 I_PPIS1 paid_VVD like_II fifty_MC quid_NN more_DAR to_TO get_VVI extra_JJ leg_NN1 room_NN1 and_CC I_PPIS1	was_VBDZ sat_VVN	there_RL and_CC you_PPY know_VV0 like_II the_AT fold_NN1 down_RP things_NN2 with_IW a_AT1 baby_NN1 on_II the_AT woman_NN1 was_VBDZ sat_VVN there_RL and_CC the_AT	3 friends chat to pass the time on a train from London to Margate	Discussing, explaining, inquiring, announcing, anecdote telling, making arrangements	Revised	Texts within Sample release	S0326 S0328 S0383	3	2015-03-08	1:53:29	On train	2015 Q1	2015	Friends, wider family circle	emails, plane journeys, travel, work, driving, complaining, being drunk	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=345	10607066	10607067
347	SXCB	room and I was sat there and you know like the fold down things with a baby on the woman	was sat	there and the husband there and the fold down thing was in front of me so they put the baby	room_NN1 and_CC I_PPIS1 was_VBDZ sat_VVN there_RL and_CC you_PPY know_VV0 like_II the_AT fold_NN1 down_RP things_NN2 with_IW a_AT1 baby_NN1 on_II the_AT woman_NN1	was_VBDZ sat_VVN	there_RL and_CC the_AT husband_NN1 there_RL and_CC the_AT fold_NN1 down_II thing_NN1 was_VBDZ in_II31 front_II32 of_II33 me_PPIO1 so_RR they_PPHS2 put_VV0 the_AT baby_NN1	3 friends chat to pass the time on a train from London to Margate	Discussing, explaining, inquiring, announcing, anecdote telling, making arrangements	Revised	Texts within Sample release	S0326 S0328 S0383	3	2015-03-08	1:53:29	On train	2015 Q1	2015	Friends, wider family circle	emails, plane journeys, travel, work, driving, complaining, being drunk	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=346	10607083	10607084
